Unnamed: 0,Category,Title,Webindex,Company,Description,StemmedTitle,StemmedDescription
529.0,Engineering,"Embedded Software Engineer, Bedfordshire",68679476,Redline Group Ltd,"A leading global organisation based in Bedfordshire, operating in the vehicle telematics solutions arena are seeking an Embedded Software Engineer to design and develop embedded software for vehicle telematic products. The Embedded Software Engineer will be based in Bedfordshire and will be involved in a variety of activities including designing and coding embedded software in C at both application and hardware interface level in an agile environment, also the position requires the candidate to test and deliver and support the product with requirements gathering and documentation. Key Skills/ Experience: Experience of design and coding of embedded solutions at both application and hardware interface level on custom hardware. Experience of software design skill in embedded C. Experience of working within an Agile development environment. Experience of Source control systems VSS, CVS, etc. Candidates will ideally be degree qualified in a related field or hold relevant experience. This is a great chance to join a global and progressive company who can offer career progression and personal development. To apply for the Embedded Software Engineer position based in Bedfordshire, please send your CV and covering letter to tgargettredlinegroup.Com, or for more information contact Terry Gargett on **** **** Ref: TCG****/**** This job was originally posted as www.totaljobs.com/JobSeeking/EmbeddedSoftwareEngineerBedfordshire_job****","embed softwar engin , bedfordshir","a lead global organis base in bedfordshir , oper in the vehicl telemat solut arena are seek an embed softwar engin to design and develop embed softwar for vehicl telemat product . the embed softwar engin will be base in bedfordshir and will be involv in a varieti of activ includ design and code embed softwar in c at both applic and hardwar interfac level in an agil environ , also the posit requir the candid to test and deliv and support the product with requir gather and document . key skills/ experi : experi of design and code of embed solut at both applic and hardwar interfac level on custom hardwar . experi of softwar design skill in embed c. experi of work within an agil develop environ . experi of sourc control system vss , cv , etc . candid will ideal be degre qualifi in a relat field or hold relev experi . thi is a great chanc to join a global and progress compani who can offer career progress and person develop . to appli for the embed softwar engin posit base in bedfordshir , pleas send your cv and cover letter to tgargettredlinegroup.com , or for more inform contact terri gargett on * * * * * * * * ref : tcg * * * * / * * * * thi job wa origin post as www.totaljobs.com/jobseeking/embeddedsoftwareengineerbedfordshire_job * * * *"
530.0,Engineering,Gas Meter Fitter,70218831,Coyle Personnel,"Must live in OX/CV Postcodes We are looking for experienced gas metering or dual fuel engineers to support the meter installations programme, Gas only engineers will work towards being Duel Fuel capable. This means you will be installing and performing health and safety checks on various types of metering systems, data quality is a priority for our client and you will work closely with our programming teams to ensure information is accurate. Single fuel gas ****  Bonus / Dual fuel **** rising to ****  Bonus **** hours Monday to Friday 8 week rota, 1 Saturday, 1 week 8am 6pm Overtime paid at time or double time if you work a Sunday. Holiday entitlement is ****  8 days and increases with length of service Pension Company vehicle  fuel card Tools and equipment  Hand Held Terminal Uniform PPE You will receive a full company induction. To apply for these roles you must have a current ACS qualifications o CCN1  MET1 or CMA1/REGT1/MET**** o MET ****/TPCP1A  desirable. You must hold a valid full UK driving licence with a maximum of 6 points. A basic Disclosure CRB check will be required",ga meter fitter,"must live in ox/cv postcod we are look for experienc ga meter or dual fuel engin to support the meter instal programm , ga onli engin will work toward be duel fuel capabl . thi mean you will be instal and perform health and safeti check on variou type of meter system , data qualiti is a prioriti for our client and you will work close with our program team to ensur inform is accur . singl fuel ga * * * * bonu / dual fuel * * * * rise to * * * * bonu * * * * hour monday to friday 8 week rota , 1 saturday , 1 week 8am 6pm overtim paid at time or doubl time if you work a sunday . holiday entitl is * * * * 8 day and increas with length of servic pension compani vehicl fuel card tool and equip hand held termin uniform ppe you will receiv a full compani induct . to appli for these role you must have a current ac qualif o ccn1 met1 or cma1/regt1/met * * * * o met * * * * /tpcp1a desir . you must hold a valid full uk drive licenc with a maximum of 6 point . a basic disclosur crb check will be requir"
531.0,Engineering,Auto Electrician,69551242,BEVAN GROUP,"All aspects of electrical installation work relating to Commercial vehicle bodybuilding. Work includes fitting of electrical ancillary systems such as vehicle lighting , reverse cameras and weighing equipment etc",auto electrician,"all aspect of electr instal work relat to commerci vehicl bodybuild . work includ fit of electr ancillari system such as vehicl light , revers camera and weigh equip etc"
532.0,Engineering,Service Engineer (Commercial Catering / Laundry Equipment)  Northamptonshire,72444583,Additional Resources Ltd,Service Engineer (Commercial Catering / Laundry Equipment)  Northamptonshire  up to ****K depending on experience  overtime OTE ****K  company vehicle  ****5 days holiday  pension  life assurance Are you a Service Engineer with strong experience working on Commercial Catering and Laundry Equipment looking to join a company that can offer you stability as well as excellent training and development? Company This well renowned company is looking to recruit a Service Engineer to assist the already successful team in coping with an ever increasing demand of the company`s machinery. In return you can expect one of the best packages in the industry and receive ongoing support as well as all training and development you need to ensure you maintain the company`s high standards to be a success in role. The role ****) Service and maintenance of Commercial Catering and Laundry Equipment ****) Covering the Sussex region Candidate skills / qualifications ****) It is ESSENTIAL that you come from a background that involved working on Commercial Catering Equipment OR Commercial Laundry Equipment 2) Suitable candidates MUST have both a recognised gas and electrical qualification Candidates suitable for this position can live anywhere in the following areas  Banbury Bedford Corby Coventry Kettering Leamington Spa Leicester Market Harborough Northampton Nuneaton Oakham Rugby Solihull Stamford St Neots Tamworth Warwick Wellingborough Additional Resources Ltd is an Employment Business and an Employment Agency as defined within The Conduct of Employment Agencies Employment Businesses Regulations **** This job was originally posted as www.totaljobs.com/JobSeeking/ServiceEngineerCommercialCateringLaundryEquipmentNorthamptonshire_job****,servic engin ( commerci cater / laundri equip ) northamptonshir,servic engin ( commerci cater / laundri equip ) northamptonshir up to * * * * k depend on experi overtim ote * * * * k compani vehicl * * * * 5 day holiday pension life assur are you a servic engin with strong experi work on commerci cater and laundri equip look to join a compani that can offer you stabil as well as excel train and develop ? compani thi well renown compani is look to recruit a servic engin to assist the alreadi success team in cope with an ever increas demand of the compani ` s machineri . in return you can expect one of the best packag in the industri and receiv ongo support as well as all train and develop you need to ensur you maintain the compani ` s high standard to be a success in role . the role * * * * ) servic and mainten of commerci cater and laundri equip * * * * ) cover the sussex region candid skill / qualif * * * * ) it is essenti that you come from a background that involv work on commerci cater equip or commerci laundri equip 2 ) suitabl candid must have both a recognis ga and electr qualif candid suitabl for thi posit can live anywher in the follow area banburi bedford corbi coventri ketter leamington spa leicest market harborough northampton nuneaton oakham rugbi solihul stamford st neot tamworth warwick wellingborough addit resourc ltd is an employ busi and an employ agenc as defin within the conduct of employ agenc employ busi regul * * * * thi job wa origin post as www.totaljobs.com/jobseeking/serviceengineercommercialcateringlaundryequipmentnorthamptonshire_job * * * *
533.0,Engineering,Senior Exhaust Engineer,67946161,Matchtech Group plc.,"Introduction A great opportunity has arisen with an automotive consultancy for a Senior Exhaust Engineer to work at their site in Leamington Spa. Important Exhaust system design amp; development, exhaust system manufacturing, exhaust aftertreatment and acoustics. The Job The client is a global worldclass, multiindustry consultancy for engineering, technology, project innovation and strategy. With a century of delivering value, we employee over **** professional consultants, engineers and staff worldwide. Our people are committed to providing outstanding value through quality engineering solutions focused on high efficiency, low emission, classleading product innovation and robust strategic implementation. Our client list includes the world s major transportation Original Equipment Manufacturers (OEM s), supply chain organisations, energy companies, financial institutions amp; governments. Guided by our corporate values of respect, integrity, creativity amp; innovation and passion we enable our customers to achieve sustainable growth and commercial success. Vehicle Engineering Our vehicle engineering capabilities extend from quick turnaround concept design and demonstrator vehicle builds, through to turnkey volume passenger car programmes, including full production design, prototype build, development and release responsibility. This role is to join the Powertrain Systems Engineering team within Vehicle Engineering and is an excellent opportunity to be involved in a dynamic department, supporting a variety of project based work. The Role: Working as part of the powertrain systems engineering team supporting customer engineering projects. These can range from small changes to entirely new concept vehicles. Experienced in all or some of the following: ?? Exhaust system design amp; development ?? Exhaust system manufacturing ?? SCR system integration ?? After treatment systems ?? Exhaust acoustic development Leading successful delivery of exhaust systems to meet targets including functional performance, quality, cost and timing Liaison with our customers and suppliers to present results/reports Ensure compliance with all standards including customer and legislative Responsibility for the Design Verification (DV) plan and managing DV delivery Identifying all failure modes and ensure counter measures are verified Support and meet manufacturing and service requirements Produce regular status reports showing status of deliverables as each programme progresses Working with the CAD designers in to support component design and packaging activities Liaising with our CAE team to ensure components meet all performance and attribute targets The ideal candidate will: Have proven experience of working within automotive product development for at least 4 years Be an experienced exhaust system engineer, having delivered at least two systems from concept into volume production Be a team player with the flexibility to work alongside talented colleagues as part of a driven and dedicated team To apply for this position, candidates must be eligible to live and work in the UK",senior exhaust engin,"introduct a great opportun ha arisen with an automot consult for a senior exhaust engin to work at their site in leamington spa . import exhaust system design amp ; develop , exhaust system manufactur , exhaust aftertreat and acoust . the job the client is a global worldclass , multiindustri consult for engin , technolog , project innov and strategi . with a centuri of deliv valu , we employe over * * * * profession consult , engin and staff worldwid . our peopl are commit to provid outstand valu through qualiti engin solut focus on high effici , low emiss , classlead product innov and robust strateg implement . our client list includ the world s major transport origin equip manufactur ( oem s ) , suppli chain organis , energi compani , financi institut amp ; govern . guid by our corpor valu of respect , integr , creativ amp ; innov and passion we enabl our custom to achiev sustain growth and commerci success . vehicl engin our vehicl engin capabl extend from quick turnaround concept design and demonstr vehicl build , through to turnkey volum passeng car programm , includ full product design , prototyp build , develop and releas respons . thi role is to join the powertrain system engin team within vehicl engin and is an excel opportun to be involv in a dynam depart , support a varieti of project base work . the role : work as part of the powertrain system engin team support custom engin project . these can rang from small chang to entir new concept vehicl . experienc in all or some of the follow : ? ? exhaust system design amp ; develop ? ? exhaust system manufactur ? ? scr system integr ? ? after treatment system ? ? exhaust acoust develop lead success deliveri of exhaust system to meet target includ function perform , qualiti , cost and time liaison with our custom and supplier to present results/report ensur complianc with all standard includ custom and legisl respons for the design verif ( dv ) plan and manag dv deliveri identifi all failur mode and ensur counter measur are verifi support and meet manufactur and servic requir produc regular statu report show statu of deliver as each programm progress work with the cad design in to support compon design and packag activ liais with our cae team to ensur compon meet all perform and attribut target the ideal candid will : have proven experi of work within automot product develop for at least 4 year be an experienc exhaust system engin , have deliv at least two system from concept into volum product be a team player with the flexibl to work alongsid talent colleagu as part of a driven and dedic team to appli for thi posit , candid must be elig to live and work in the uk"
534.0,Engineering,"Senior Software Test Development Engineer, Embedded, C, Cambs",69052698,IC Software,"Senior Software Test Development Engineers are sought by this world leading wireless and consumer electronics developer based in Cambridge. You will be responsible for developing self  test software in C that will be used to test prototype and production software to ensure the integrity of the products. This software will be use from initial build and will be testing at hardware interface and embedded software level. You will have strong software development skills including C, a great knowledge of developing embedded software, full testing lifecycle knowledge and some exposure to electronic design (ability to read schematics, Verilog, analogue, RF). Any exposure to Matlab or IC production testing would be a benefit. On offer, excellent basic salary, full benefits including excellent bonus, great working environment and ongoing career prospects. For more information please contact me, Adrian Wagstaff, on **** **** or email me adrian.wagstafficsoftware.com Key Skills: Software, Test, Development, Embedded, C, Wireless, Bluetooth, Electronics, Cambridge IC Software  your first contact for Embedded, DSP & Software jobs.","senior softwar test develop engin , embed , c , camb","senior softwar test develop engin are sought by thi world lead wireless and consum electron develop base in cambridg . you will be respons for develop self test softwar in c that will be use to test prototyp and product softwar to ensur the integr of the product . thi softwar will be use from initi build and will be test at hardwar interfac and embed softwar level . you will have strong softwar develop skill includ c , a great knowledg of develop embed softwar , full test lifecycl knowledg and some exposur to electron design ( abil to read schemat , verilog , analogu , rf ) . ani exposur to matlab or ic product test would be a benefit . on offer , excel basic salari , full benefit includ excel bonu , great work environ and ongo career prospect . for more inform pleas contact me , adrian wagstaff , on * * * * * * * * or email me adrian.wagstafficsoftware.com key skill : softwar , test , develop , embed , c , wireless , bluetooth , electron , cambridg ic softwar your first contact for embed , dsp & softwar job ."
535.0,Engineering,Electrical Test Technician,72628995,STR Group Limited,"Electrical Test Technician  Southampton  **** ****  Permanent An urgent requirement has arisen for an experienced Electrical Test Technician to join my client's team in Southampton on a permanent basis. You will be responsible for high voltage and low voltage testing for a range of products. You will carry out electrical test procedures following standard processes and utilising a range of test equipment such as scopes, DVMs, DMMs and signal analysers. Electrical Test Technician  Southampton  **** ****  Permanent An urgent requirement has arisen for an experienced Electrical Test Technician to join my client's team in Southampton on a permanent basis. You will be responsible for high voltage and low voltage testing for a range of products. You will carry out electrical test procedures following standard processes and utilising a range of test equipment such as scopes, DVMs, DMMs and signal analysers. For the position of Electrical Test Technician you should have proven experience in test engineering within a production test environment, be able to use standard test equipment and read/interpret engineering drawings and diagrams. Additionally you should have experience of working with high voltage. This position comes with a benefits package including 27 days holiday plus bank holidays rising to **** pension, life assurance and a lunchtime finish on Fridays. This position is based in Southampton, commutable from Portsmouth, Fareham, Whiteley, Waterlooville, Eastleigh, Hampshire. In order to apply please forward your CV to hwhelanstrgroup.co.uk or call Heidi on **** **** or for similar positions visit www.strgroup.co.uk .",electr test technician,"electr test technician southampton * * * * * * * * perman an urgent requir ha arisen for an experienc electr test technician to join my client 's team in southampton on a perman basi . you will be respons for high voltag and low voltag test for a rang of product . you will carri out electr test procedur follow standard process and utilis a rang of test equip such as scope , dvm , dmm and signal analys . electr test technician southampton * * * * * * * * perman an urgent requir ha arisen for an experienc electr test technician to join my client 's team in southampton on a perman basi . you will be respons for high voltag and low voltag test for a rang of product . you will carri out electr test procedur follow standard process and utilis a rang of test equip such as scope , dvm , dmm and signal analys . for the posit of electr test technician you should have proven experi in test engin within a product test environ , be abl to use standard test equip and read/interpret engin draw and diagram . addit you should have experi of work with high voltag . thi posit come with a benefit packag includ 27 day holiday plu bank holiday rise to * * * * pension , life assur and a lunchtim finish on friday . thi posit is base in southampton , commut from portsmouth , fareham , whiteley , waterloovil , eastleigh , hampshir . in order to appli pleas forward your cv to hwhelanstrgroup.co.uk or call heidi on * * * * * * * * or for similar posit visit www.strgroup.co.uk ."
536.0,Engineering,Mobile Plant Fitters x****,69671196,Candidate Source Ltd,"We are working on behalf of our client Breheny to fill this vacancy. This position is based in Peterborough, Cambridgeshire. J Breheny Contractors Ltd, a privately owned civil engineering contractor who have been successfully operating throughout the South East, East Anglia and East Midlands and Yorkshire and on a national basis for key clients, for the past 49 years. A fantastic opportunity has arisen for **** experienced Mobile Plant Fitters to join this expanding company. You will help maintain their civil engineering plant fleet across their operating area from their area office. As a Mobile Plant Fitter your duties will include:  Servicing, maintaining, fault finding and repairing construction plant and machinery to ensure smooth running and performance of machines.  Completing fleet records so the effective reporting and scheduling may be maintained.  Reporting damage caused by misuse to line manager. An ideal Mobile Plant Fitter will hold the following skills and experiences:  Previous experience of servicing and repairing heavy machinery and hydraulics to a high standard is essential.  Previous experience of ARC and MIG welding highly advantageous.  Plant Mechanics qualification desirable although not essential.  Able to work both independently and as part of a team.  Able to undertake work in an orderly manner.  Must hold full driving licence.  Must be prepared to travel and work unsociable hours when required. In return you will receive a salary of ****  **** per hour. The first stage of the application process is to apply online. Candidate Source Ltd is an Advertising Agency working on behalf of an Employment Agency. By applying for this position you are giving us permission to pass your CV and covering letter to a third party in relation to this specific vacancy. A full copy of our privacy policy can be viewed on our website.",mobil plant fitter x * * * *,"we are work on behalf of our client breheni to fill thi vacanc . thi posit is base in peterborough , cambridgeshir . j breheni contractor ltd , a privat own civil engin contractor who have been success oper throughout the south east , east anglia and east midland and yorkshir and on a nation basi for key client , for the past 49 year . a fantast opportun ha arisen for * * * * experienc mobil plant fitter to join thi expand compani . you will help maintain their civil engin plant fleet across their oper area from their area offic . as a mobil plant fitter your duti will includ : servic , maintain , fault find and repair construct plant and machineri to ensur smooth run and perform of machin . complet fleet record so the effect report and schedul may be maintain . report damag caus by misus to line manag . an ideal mobil plant fitter will hold the follow skill and experi : previou experi of servic and repair heavi machineri and hydraul to a high standard is essenti . previou experi of arc and mig weld highli advantag . plant mechan qualif desir although not essenti . abl to work both independ and as part of a team . abl to undertak work in an orderli manner . must hold full drive licenc . must be prepar to travel and work unsoci hour when requir . in return you will receiv a salari of * * * * * * * * per hour . the first stage of the applic process is to appli onlin . candid sourc ltd is an advertis agenc work on behalf of an employ agenc . by appli for thi posit you are give us permiss to pass your cv and cover letter to a third parti in relat to thi specif vacanc . a full copi of our privaci polici can be view on our websit ."
537.0,Engineering,Procurement Supervisor,69776905,NES UK,"An experienced Procurement Supervisor with background in oil and gas industry. Essential Skills for the Job: Extensive knowledge about procurement for general services, building services and management Extensive experience in establishing long terms relationship with vendors based on frame agreement and open orders Extensive experience in evaluation and selection of vendors through sophisticated Extensive experience on UKbased vendor for general services Experience with SAP and Excel Degree level The salary hasn t been defined (it will depend on the experience of the candidate) Degree level or equivalent is vital. Experience in oil and gas industry is vital",procur supervisor,"an experienc procur supervisor with background in oil and ga industri . essenti skill for the job : extens knowledg about procur for gener servic , build servic and manag extens experi in establish long term relationship with vendor base on frame agreement and open order extens experi in evalu and select of vendor through sophist extens experi on ukbas vendor for gener servic experi with sap and excel degre level the salari hasn t been defin ( it will depend on the experi of the candid ) degre level or equival is vital . experi in oil and ga industri is vital"
538.0,Engineering,"Design Engineer, Special Purpose  Immediate Start",69080512,JJ FOX,"Job title: Design Engineer, ****D CAD, Special Purpose, Processing Equipment  Immediate Start jjFOX is currently recruiting a Design Engineer to join a successful manufacturing company in its busy Drawing Office based near St Neots. The company is looking for a dynamic engineer ready to take on a challenge designing a wide range of special purpose machinery, equipment and whole mechanical systems. You will have experience in designing and specifying processing equipment (food, pharmaceuticals, packaging or similar). You will also be responsible to produce calculations relating to stress analysis and further experience in pneumatics would be an advantage. You will have experience of manufacturing processes gained on the shop floor or through education (HNC or higher) with exposure to fabrication, welding, milling turning or related. The successful with be fully conversant in AutoCAD and a ****D CAD package ideally Inventor but similar software will be considered. The company offers a dynamic working environment with a steady flow of projects and the latest CAD software and large manufacturing facilities. The position is offered on a permanent basis with an expected salary circa **** with ideally an immediate start. If interested, please submit your application without delay or call Megane at jjFOX for more information: **** Email : megh[at]jjFOX[dot]com Keywords: design engineer, draughting, draftsperson, special purpose machinery, processing equipment, pumps, valves, mechanical system, calculations, ****D CAD, AutoCAD, Inventor, milling, turning, fabrication, welding, stress analysis, machine shop, Cambridgeshire, Bedfordshire, St Neots","design engin , special purpos immedi start","job titl : design engin , * * * * d cad , special purpos , process equip immedi start jjfox is current recruit a design engin to join a success manufactur compani in it busi draw offic base near st neot . the compani is look for a dynam engin readi to take on a challeng design a wide rang of special purpos machineri , equip and whole mechan system . you will have experi in design and specifi process equip ( food , pharmaceut , packag or similar ) . you will also be respons to produc calcul relat to stress analysi and further experi in pneumat would be an advantag . you will have experi of manufactur process gain on the shop floor or through educ ( hnc or higher ) with exposur to fabric , weld , mill turn or relat . the success with be fulli convers in autocad and a * * * * d cad packag ideal inventor but similar softwar will be consid . the compani offer a dynam work environ with a steadi flow of project and the latest cad softwar and larg manufactur facil . the posit is offer on a perman basi with an expect salari circa * * * * with ideal an immedi start . if interest , pleas submit your applic without delay or call megan at jjfox for more inform : * * * * email : megh [ at ] jjfox [ dot ] com keyword : design engin , draught , draftsperson , special purpos machineri , process equip , pump , valv , mechan system , calcul , * * * * d cad , autocad , inventor , mill , turn , fabric , weld , stress analysi , machin shop , cambridgeshir , bedfordshir , st neot"
539.0,Engineering,Electrical Shift Engineer,68181436,Phoenix Resourcing Services Ltd,"Are you an experienced Critical Services Shift Engineer, tired of the commute into the City? Want to join a prestigious M E Provider, on a freshly awarded Contract in Norfolk? A MarketLeading HVAC Maintenance firm are recruiting for a Shift Engineer for a Data Centre in Norfolk, a contract recently won and are looking for experienced engineers from Data Centre/Banking backgrounds to join the existing team. Working on a Continental Shift Pattern, and a guideline salary of between **** basic, along with an opportunity for training and additional overtime opportunities. Candidates will be Electrically qualified through an Apprenticeship, and must have at least five years of experience within Banking or Data Centres and working with ****kV. Relevant working experience will include; Fault Finding, HV (Switching, Switchgear Maintenance), Static Rotary UPS, Generators, Transformers, Data Halls, AHUs/FCUs, CRAC Units, BMS Operation, 1st line Chiller maintenance, etc. The client have an excellent reputation within the Critical Services and Data Centre industry, with a number of key contracts to their name and steadily winning more work as demonstrated by this current position. Looking for motivated and enthusiastic engineers with a good level of experience, it is an exciting time to become involved with one of the biggest players in Building Services. **** Basic Salary NorfolkBased Site Overtime Pension Training Development",electr shift engin,"are you an experienc critic servic shift engin , tire of the commut into the citi ? want to join a prestigi m e provid , on a freshli award contract in norfolk ? a marketlead hvac mainten firm are recruit for a shift engin for a data centr in norfolk , a contract recent won and are look for experienc engin from data centre/bank background to join the exist team . work on a continent shift pattern , and a guidelin salari of between * * * * basic , along with an opportun for train and addit overtim opportun . candid will be electr qualifi through an apprenticeship , and must have at least five year of experi within bank or data centr and work with * * * * kv . relev work experi will includ ; fault find , hv ( switch , switchgear mainten ) , static rotari up , gener , transform , data hall , ahus/fcu , crac unit , bm oper , 1st line chiller mainten , etc . the client have an excel reput within the critic servic and data centr industri , with a number of key contract to their name and steadili win more work as demonstr by thi current posit . look for motiv and enthusiast engin with a good level of experi , it is an excit time to becom involv with one of the biggest player in build servic . * * * * basic salari norfolkbas site overtim pension train develop"
540.0,Engineering,"Controls Engineer, Automation Engineer (FMCG)",70607796,Proactive Technical Recruitment Ltd,"Our client is part of a worldwide association of independent pharmaceutical companies that have been developing vital new drugs for more than half a century. Due to rapid expansion they are currently looking for a Controls and Instrument Technician to join the team in Cambridge. BROAD PURPOSE OF JOB: To be responsible for the management of Information Technology controlled production and engineering services equipment. SPECIFIC DUTIES Manage and control the implementation of changes, downloads and upgrades to equipment control systems. Develop and initiate a control system disaster recovery procedure. Be responsible for the disaster recovery system by ensuring all information technology controlled equipment is backed up and categorised. Identify areas of the business where reliability is impacted upon by obsolescence and failure of control systems. Derive solutions in those areas of the business where reliability is impacted upon by obsolescence and failure of control systems. Endeavour to provide innovative solutions to continuous improvement driven tasks Train and develop the fault finding skills of the maintenance electricians on equipment control systems. Be available as an internal consultant on matters concerning equipment control systems. Develop a controls standard as part of Good Engineering Practise. Ensure as far as is possible that there is standardisation with respect to controls systems. Identify areas of the business that can benefit from the implementation of new control technologies. Project Engineering duties: Support Engineering Projects department with installation of new equipment control systems. Support Engineering Projects department with modification of new equipment control systems. Support QA and Validation Engineers with the validation of new equipment control systems. Support QA and Validation Engineers with the validation of modified equipment control systems. Participate in Pre Delivery Inspections, Factory Acceptance Tests, Design Qualifications, Vendor audits and Vendor selection as required. Other duties: Liaise closely with equipment suppliers to resolve controls issues. Ensure that as far as is reasonably practicable that equipment control systems are compliant with the latest Health and Safety requirements. Provide resource for the design and construction of bespoke control systems for critical assets. Carry out any other reasonable task as requested by the Asset Reliability Manager. Essential Skills. Siemens S**** ****/**** experience Experience in frequency inventors Experience in PROFIBUS and/or Ethernet Experience of Editing and Programming HMI using WinCC and WinCC FLEXIBLE This is a day s only role Monday to Friday **** **** The salary is ****K  benefits. If you would like to apply for this position please call Gary Carter on (Apply online only) or email your CV to the email below","control engin , autom engin ( fmcg )","our client is part of a worldwid associ of independ pharmaceut compani that have been develop vital new drug for more than half a centuri . due to rapid expans they are current look for a control and instrument technician to join the team in cambridg . broad purpos of job : to be respons for the manag of inform technolog control product and engin servic equip . specif duti manag and control the implement of chang , download and upgrad to equip control system . develop and initi a control system disast recoveri procedur . be respons for the disast recoveri system by ensur all inform technolog control equip is back up and categoris . identifi area of the busi where reliabl is impact upon by obsolesc and failur of control system . deriv solut in those area of the busi where reliabl is impact upon by obsolesc and failur of control system . endeavour to provid innov solut to continu improv driven task train and develop the fault find skill of the mainten electrician on equip control system . be avail as an intern consult on matter concern equip control system . develop a control standard as part of good engin practis . ensur as far as is possibl that there is standardis with respect to control system . identifi area of the busi that can benefit from the implement of new control technolog . project engin duti : support engin project depart with instal of new equip control system . support engin project depart with modif of new equip control system . support qa and valid engin with the valid of new equip control system . support qa and valid engin with the valid of modifi equip control system . particip in pre deliveri inspect , factori accept test , design qualif , vendor audit and vendor select as requir . other duti : liais close with equip supplier to resolv control issu . ensur that as far as is reason practic that equip control system are compliant with the latest health and safeti requir . provid resourc for the design and construct of bespok control system for critic asset . carri out ani other reason task as request by the asset reliabl manag . essenti skill . siemen s * * * * * * * * / * * * * experi experi in frequenc inventor experi in profibu and/or ethernet experi of edit and program hmi use wincc and wincc flexibl thi is a day s onli role monday to friday * * * * * * * * the salari is * * * * k benefit . if you would like to appli for thi posit pleas call gari carter on ( appli onlin onli ) or email your cv to the email below"
541.0,Engineering,Electrical Design Engineer,72404995,Hartland Recruitment Advertising Limited,"gn and development of the electrical systems, control panels, and circuitry for conveyor, process machinery, production lines, packaging machinery  electrical design of machines and systems for world leading manufacturers. Joining a growing team, you ll be designing the electrical drives, motors, controls hardware, the control panels, circuitry, cable schedules for each machine, systems, conveyor system order, working on Autocad Electrical to compile your designs. These systems are all PLC controlled, and although programming skills are NOT required, appreciation of PLC control, high speed machinery control and design is going to be very useful, aside from your electrical systems design bias. If you d like to become part of a growing team, working on a range of cutting edge machinery projects, where planned growth and the attendant career prospects are evident, send me a copy of your CV",electr design engin,"gn and develop of the electr system , control panel , and circuitri for conveyor , process machineri , product line , packag machineri electr design of machin and system for world lead manufactur . join a grow team , you ll be design the electr drive , motor , control hardwar , the control panel , circuitri , cabl schedul for each machin , system , conveyor system order , work on autocad electr to compil your design . these system are all plc control , and although program skill are not requir , appreci of plc control , high speed machineri control and design is go to be veri use , asid from your electr system design bia . if you d like to becom part of a grow team , work on a rang of cut edg machineri project , where plan growth and the attend career prospect are evid , send me a copi of your cv"
542.0,Engineering,Business Project Manager  London Insurance,68544610,Matchtech Group plc.,"Introduction Business Project Manager  Insurance Sector Central London pound;****k  bonus  benefits Are you an AMPM (or equivalent) qualified Business Project Manager with extensive stakeholder management experience within the London Insurance sector? Important APMP or equivalent, Business Change, Project Manager, Project Management, London Insurance, full lifecycle The Job Business Project Manager required in London to work for a leading corporate paying pound;****  bonus  benefits. Responsibilities: You will manage the full lifecycle of quality improvement projects for business processes, compliance and controls in an heavily customer facing role. You will be responsible for improving operating efficiency and distribution channels internationally through implementing new or enhanced services, tools and standards. In the initial phase of the project a lot of your time will be spent on client sites with senior stakeholders gathering information and presenting findings. Delivering significant projects through the complete lifecycle applying project management tools and methodologies Contribute to analysis and deployment work, analysing requirements and proposing changes to processes Ongoing liaison with project stakeholders Ensure that the time and quality of projects are controlled Manage project risks and issues. Where these threaten to derail a project, take ownership and bring the project back on track Liaise with and coordinate the activities of third parties involved in the project Plan, schedule and track project timelines and milestones using appropriate tools Conduct post implementation reviews and recommend improvements Facilitate workshops Develop project plans and associated communications documents Experience required: Business Project Manager with experience leading projects within the London Insurance sector APMP or other Project Management qualification Extensive stakeholder management experience (facetoface), ideally from a Business Analysis background Uptodate Insurance sector market knowledge Benefits: This role attracts an excellent starting salary circa pound;****  pound;**** with extensive benefits including: 15% Bonus Healthcare Pension Life assurance 30 days holiday Superb training, learning and development To apply for this position, candidates must be eligible to live and work in the UK",busi project manag london insur,"introduct busi project manag insur sector central london pound ; * * * * k bonu benefit are you an ampm ( or equival ) qualifi busi project manag with extens stakehold manag experi within the london insur sector ? import apmp or equival , busi chang , project manag , project manag , london insur , full lifecycl the job busi project manag requir in london to work for a lead corpor pay pound ; * * * * bonu benefit . respons : you will manag the full lifecycl of qualiti improv project for busi process , complianc and control in an heavili custom face role . you will be respons for improv oper effici and distribut channel intern through implement new or enhanc servic , tool and standard . in the initi phase of the project a lot of your time will be spent on client site with senior stakehold gather inform and present find . deliv signific project through the complet lifecycl appli project manag tool and methodolog contribut to analysi and deploy work , analys requir and propos chang to process ongo liaison with project stakehold ensur that the time and qualiti of project are control manag project risk and issu . where these threaten to derail a project , take ownership and bring the project back on track liais with and coordin the activ of third parti involv in the project plan , schedul and track project timelin and mileston use appropri tool conduct post implement review and recommend improv facilit workshop develop project plan and associ commun document experi requir : busi project manag with experi lead project within the london insur sector apmp or other project manag qualif extens stakehold manag experi ( facetofac ) , ideal from a busi analysi background uptod insur sector market knowledg benefit : thi role attract an excel start salari circa pound ; * * * * pound ; * * * * with extens benefit includ : 15 % bonu healthcar pension life assur 30 day holiday superb train , learn and develop to appli for thi posit , candid must be elig to live and work in the uk"
